headline~date~Symbol~prediction
Accumulate Axis Bank; target of Rs 840: Dolat Capital~2019-03-20~AXISBANK~1
A morning walk down Dalal Street | Profit booking can continue if Nifty fails to hold 10,850~2019-02-12~HDFCBANK~0
Buy Axis Bank; target of Rs 775: Motilal Oswal~2019-01-31~AXISBANK~1
HDFC Bank Q3 review: How should you trade the stock after results?~2019-01-21~HDFCBANK~1
ICICI Bank Q4 Net Profit seen up 112% YoY to Rs. 2,162.8 cr: Motilal Oswal~2019-04-09~ICICIBANK~0
Axis Bank Q3 Net Profit seen up 82.5% YoY to Rs. 1,326 cr: Sharekhan~2019-01-15~AXISBANK~0
After Q3 earnings, 3 banks make it to Motilal Oswal's list of 10 focus stocks~2019-02-20~AXISBANK~1
SUUTI to sell up to 3% stake in Axis Bank via OFS; floor price set at Rs 689.52 per share~2019-02-11~AXISBANK~0
Axis Bank Q3 profit jumps 131% to Rs 1,681 crore on a low base, asset quality improves~2019-01-29~AXISBANK~1
Axis Bank soars 6% as Q3 net profit, asset quality improvement cheer investors~2019-01-30~AXISBANK~1
Buy HDFC Bank, target Rs 2,300: Ashish Chaturmohta~2019-02-12~HDFCBANK~0
Hold HDFC Bank; target of Rs 2315: Arihant Capital~2019-02-05~HDFCBANK~1
Slideshow | Wipro, HDFC Bank among top 11 picks by brokerages with up to 60% upside~2019-01-22~HDFCBANK~0
ICICI Bank Q3 preview: Analysts expect double-digit growth in profit, NII~2019-01-30~ICICIBANK~1
Buy Axis Bank; target of Rs 743: HDFC Securities~2019-02-07~AXISBANK~0
Srikrishna panel indicts Chanda Kochhar; ICICI Bank to retrieve bonuses from ex CEO~2019-01-30~ICICIBANK~1
Buy ICICI Bank; target of Rs 410: Sharekhan~2019-01-02~ICICIBANK~0
Should you buy, sell or hold the Axis Bank stock after Dec quarter show?~2019-01-30~AXISBANK~1
10 BSE cos double net profit in Q3; other factors to consider before investing in their stocks~2019-02-22~AXISBANK~1
Morgan Stanley picks big four of Indian banking sector for 2019~2019-02-19~ICICIBANK~1
ICICI Bank Q4 Net Profit seen up 179.6% YoY to Rs. 2,851.7 cr: Kotak~2019-04-08~ICICIBANK~0
ESOPs given, bonuses doled out: Here is how much former CEO Chanda Kochhar owes ICICI Bank~2019-01-31~ICICIBANK~0
Buy Axis Bank; target of Rs 875: Motilal Oswal~2019-03-20~AXISBANK~1
HDFC Bank Q3 Net Profit seen up 18.6% YoY to Rs. 5,505.7 cr: Kotak~2019-01-14~HDFCBANK~0
Strong earnings outlook, attractive valuation make ICICI Bank a must buy~2019-01-31~ICICIBANK~0
Axis Bank Standalone December 2018 Net Interest Income (NII) at Rs 5,603.67 crore, up  18.43% Y-o-Y~2019-01-29~AXISBANK~1
HDFC Bank Q3 Net Profit seen up 17.2% YoY to Rs. 5,439.9 cr: Sharekhan~2019-01-15~HDFCBANK~0
CLSA, Citi, HSBC expect another rate cut in June; Axis, ICICI Bank & HDFC top bets~2019-04-05~ICICIBANK~1
Buy HDFC Bank; target of Rs 2700: Prabhudas Lilladher~2019-04-22~HDFCBANK~1
11 Indian banks to go live on SWIFT gpi for cross-border payments~2019-03-07~ICICIBANK~0
RBI fines 19 lenders for non-compliance on SWIFT use~2019-03-05~ICICIBANK~1
Axis Bank hits 52-week high as bank plans to raise funds~2019-03-27~AXISBANK~1
RBI slaps penalties on Axis Bank, UCO Bank and Syndicate Bank~2019-02-05~AXISBANK~1
CBI seeks additional documents from ICICI Bank in Videocon loan default case~2019-03-06~ICICIBANK~1
A morning walk down Dalal Street | Focus on last leg of Q3 earnings, WPI data~2019-02-14~HDFCBANK~0
ICICI-Videocon case: CBI issues lookout circulars against Kochhars, Dhoot~2019-02-22~ICICIBANK~1
India Inc says board tried to ring fence Chanda Kochhar~2019-01-30~ICICIBANK~1
Buy HDFC Bank; target of Rs 2650: Sharekhan~2019-01-28~HDFCBANK~1
ICICI Bank-Chanda Kochhar row: Bonus clawbacks of CEOs unheard of, but provisions exist~2019-01-31~ICICIBANK~0
Axis Bank Q3 Net Profit seen up 99.6% YoY to Rs. 1,449.7 cr: Kotak~2019-01-14~AXISBANK~0
Accumulate Axis Bank; target of Rs 845: Prabhudas Lilladher~2019-03-20~AXISBANK~1
Podcast | Stock picks of the day: 'Buy ICICI Bank, Indian Hotels for short-term gains'~2019-04-18~ICICIBANK~0
Top buy and sell ideas by Ashwani Gujral, Mitessh Thakkar, Prakash Gaba for short term~2019-02-07~AXISBANK~1
ICICI Bank falls 2% after CBI registers FIR in Videocon case~2019-01-24~ICICIBANK~0
RBI likely to cut interest rates next week, says HDFC's Keki Mistry~2019-03-29~HDFCBANK~1
'Nifty trading at premium valuation of 19x; HDFC Bank our preferred pick'~2019-04-15~HDFCBANK~1
A morning walk down Dalal Street | Nifty may test 12,000 if it sustains above gap zone of 11,731â11,704~2019-04-18~ICICIBANK~0
Buy ICICI Bank; target of Rs 427: Prabhudas Lilladher~2019-02-12~ICICIBANK~0
Accumulate Axis Bank; target of Rs 745: Prabhudas Lilladher~2019-01-30~AXISBANK~1
Accumulate HDFC Bank; target of Rs 2450 : Dolat Capital~2019-01-30~HDFCBANK~1
HDFC Bank, IndusInd Bank, Axis Bank rise as Bank Nifty hits all-time high~2019-03-13~HDFCBANK~1
CBI registers FIR in ICICI Bank-Videocon loan case~2019-01-24~ICICIBANK~0
SBI ups digital ante against private banks, will install over 150 Electronic Toll Collection centres~2019-03-06~ICICIBANK~1
Podcast | Stock picks of the day: Nifty to find support at 10,700-10,750 amid volatility~2019-02-14~HDFCBANK~0
Private banks, oil & gas companies find favour among fund managers~2019-03-14~AXISBANK~1
ICICI Bank Q3 Net Profit seen up 9.8% YoY to Rs. 1,812 cr: Kotak~2019-01-14~ICICIBANK~0
ICICI Bank launches digital home loan products up to Rs 1 cr for instant disbursal~2019-03-28~ICICIBANK~1
Buy HDFC Bank; target of Rs 2500: Motilal Oswal~2019-01-23~HDFCBANK~1
Buy Axis Bank; target of Rs 850: Sharekhan~2019-03-22~AXISBANK~1
NiftyBank climbs 30K; HDFC Bank hits fresh 52-week high~2019-03-22~AXISBANK~1
Axis Bank board to meet on April 25 to consider fund raising~2019-03-27~AXISBANK~1
Buy, sell or hold? CLSA, Jefferies, Macquarie raise target price for ICICI Bank post Q3 show~2019-01-31~ICICIBANK~0
HDFC Bank Q4 Net Profit seen up 20.9% YoY to Rs. 5,803.3 cr: Motilal Oswal~2019-04-09~HDFCBANK~0
Axis Bank lays off over 50 mid-level managers: Report~2019-04-05~AXISBANK~1
Buy HDFC Bank; target of Rs 2700: Prabhudas Lilladher~2019-04-22~HDFCBANK~1
PSU bankers raise questions about delay in RBI action against former ICICI Bank chief Chanda Kochhar~2019-01-24~ICICIBANK~1
Avendus launches India's first ESG Fund; to focus on top 100 cos by market cap~2019-02-07~ICICIBANK~0
Accumulate HDFC Bank; target of Rs 2550: Dolat Capital~2019-04-22~HDFCBANK~1
Opinion | CBI FIR in Chanda Kochhar case raises more questions than it answers~2019-01-25~ICICIBANK~0
MSCI's new foreign holding limit proposal may singe bluechip stocks: Report~2019-02-05~HDFCBANK~1
Buy Axis Bank; target of Rs 825: ICICI Direct~2019-03-22~AXISBANK~0
ICICI, Axis, HDFC Bank, 8 others set to launch blockchain-linked funding for SMEs~2019-01-29~ICICIBANK~1
Q4 preview: Kotak says recovery in financials on track, NBFCs a tad better~2019-04-18~ICICIBANK~0
Buy HDFC Bank; target of Rs 2400: ICICI Direct~2019-01-24~HDFCBANK~0
Karvy Stock Broking bets on capital goods for 2019; Bajaj Electricals, Finolex among top 5 buys~2019-01-17~ICICIBANK~0
Q3 review: Aided by robust loan growth, HDFC Bank marches on; must buy~2019-01-21~HDFCBANK~1
Ideas for Profit | HDFC Bank Q4 review: Steady show aided by robust loan growth; must buy~2019-04-22~HDFCBANK~0
Why the dream run of HDFC Bank could continue~2019-03-19~HDFCBANK~1
Axis Bank declines nearly 2% on SUUTI stake sale report~2019-02-12~AXISBANK~0
'Slim chance of single party coming to majority, market factoring a coalition led by BJP'~2019-03-01~ICICIBANK~1
Bond veteran says debt market in 'complete chaos', reminiscent of 2008 Lehman crisis: Report~2019-03-18~AXISBANK~1
HDFC Bank holds Digital Innovation Summit in Gujarat~2019-02-04~HDFCBANK~1
Technical picks: 15 stocks that experts are betting on for 14-70% returns in FY20~2019-03-29~ICICIBANK~0
ICICI Bank up 4% ahead of Q3 results; stable asset quality seen~2019-01-30~ICICIBANK~1
RBI clears reappointment of Vishakha Mulye as ED of ICICI Bank~2019-01-16~ICICIBANK~1
Accumulate ICICI Bank; target of Rs 425: Dolat Capital~2019-02-04~ICICIBANK~0
Why investors in private banks should stay invested despite their outperformance?~2019-04-12~HDFCBANK~1
Hold Axis bank; target of Rs 789: Arihant Capital~2019-02-28~AXISBANK~0
Axis Bank Q4 Net Profit may dip 5.5% QoQ to Rs. 1,588.1 cr: Kotak~2019-04-08~AXISBANK~0
Axis Bank hits 52-week high as brokerages maintain 'buy'~2019-03-20~AXISBANK~0
ICICI Bank Q3 Net Profit seen up 18.2% YoY to Rs. 1,950.1 cr: Sharekhan~2019-01-15~ICICIBANK~0
HDFC Bank reports healthy numbers in Q4; what should investors do now?~2019-04-22~HDFCBANK~0
Buy ICICI Bank; target of Rs 450: Keynotes Financial Opiniery~2019-04-22~ICICIBANK~0
ICICI Bank Q3 profit down 3%; gross NPA additions lowest in 14 quarters~2019-01-30~ICICIBANK~1
Expect money to flow into emerging markets: B Prasanna, ICICI Bank~2019-03-27~ICICIBANK~0
Reliance Capital AMC's Deputy CEO Himanshu Vyapak resigns: Sources~2019-02-12~ICICIBANK~0
ICICI Bank Standalone December 2018 Net Interest Income (NII) at Rs 6,875.25 crore, up  20.51% Y-o-Y~2019-01-30~ICICIBANK~1
Indian financial services companies are wary of these risks in 2019~2019-04-01~HDFCBANK~0
Videocon loan case: Srikrishna panel indicts Chanda Kochhar; what we know so far~2019-01-31~ICICIBANK~1
Buy HDFC Bank; target of Rs 2371: Prabhudas Lilladher~2019-01-30~HDFCBANK~1
Morgan Stanley lists 22 companies that are likely to report strong earnings over 2 years~2019-04-09~ICICIBANK~1
Chanda Kochhar: The fall of a much-haloed leader~2019-01-31~ICICIBANK~0
Accumulate Axis Bank; target of Rs 760: Dolat Capital~2019-02-04~AXISBANK~1
